Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Buckinghamshire,E10000002,Upper tier local authority,2020-05-01,0.0,,,836,,
Westminster,E09000033,Upper tier local authority,2020-05-01,0.0,,,601,,
Wandsworth,E09000032,Upper tier local authority,2020-05-01,0.0,,,921,,
Waltham Forest,E09000031,Upper tier local authority,2020-05-01,0.0,,,724,,
Tower Hamlets,E09000030,Upper tier local authority,2020-05-01,0.0,,,600,,
Sutton,E09000029,Upper tier local authority,2020-05-01,0.0,,,667,,
Southwark,E09000028,Upper tier local authority,2020-05-01,0.0,,,1201,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-05-01,0.0,,,367,,
Redbridge,E09000026,Upper tier local authority,2020-05-01,0.0,,,678,,
Newham,E09000025,Upper tier local authority,2020-05-01,0.0,,,952,,
Merton,E09000024,Upper tier local authority,2020-05-01,0.0,,,654,,
Lewisham,E09000023,Upper tier local authority,2020-05-01,0.0,,,925,,
Lambeth,E09000022,Upper tier local authority,2020-05-01,0.0,,,1139,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-05-01,0.0,,,450,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-05-01,0.0,,,462,,
Islington,E09000019,Upper tier local authority,2020-05-01,0.0,,,414,,
Hounslow,E09000018,Upper tier local authority,2020-05-01,0.0,,,653,,
Hillingdon,E09000017,Upper tier local authority,2020-05-01,0.0,,,726,,
Havering,E09000016,Upper tier local authority,2020-05-01,0.0,,,634,,
Harrow,E09000015,Upper tier local authority,2020-05-01,0.0,,,936,,
Haringey,E09000014,Upper tier local authority,2020-05-01,0.0,,,547,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-05-01,0.0,,,610,,
Hackney,E09000012,Upper tier local authority,2020-05-01,1.0,,,606,,
Greenwich,E09000011,Upper tier local authority,2020-05-01,0.0,,,638,,
Enfield,E09000010,Upper tier local authority,2020-05-01,0.0,,,833,,
Ealing,E09000009,Upper tier local authority,2020-05-01,0.0,,,1066,,
Croydon,E09000008,Upper tier local authority,2020-05-01,1.0,,,1384,,
Camden,E09000007,Upper tier local authority,2020-05-01,0.0,,,576,,
Bromley,E09000006,Upper tier local authority,2020-05-01,0.0,,,1079,,
Brent,E09000005,Upper tier local authority,2020-05-01,0.0,,,1354,,
Bexley,E09000004,Upper tier local authority,2020-05-01,0.0,,,622,,
Barnet,E09000003,Upper tier local authority,2020-05-01,0.0,,,1209,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-05-01,1.0,,,456,,
City of London,E09000001,Upper tier local authority,2020-05-01,0.0,,,16,,
Gateshead,E08000037,Upper tier local authority,2020-05-01,0.0,,,837,,
Wakefield,E08000036,Upper tier local authority,2020-05-01,5.0,,,535,,
Leeds,E08000035,Upper tier local authority,2020-05-01,3.0,,,1434,,
Kirklees,E08000034,Upper tier local authority,2020-05-01,1.0,,,572,,
Calderdale,E08000033,Upper tier local authority,2020-05-01,2.0,,,245,,
Bradford,E08000032,Upper tier local authority,2020-05-01,3.0,,,915,,
Wolverhampton,E08000031,Upper tier local authority,2020-05-01,0.0,,,850,,
Walsall,E08000030,Upper tier local authority,2020-05-01,0.0,,,970,,
Solihull,E08000029,Upper tier local authority,2020-05-01,0.0,,,571,,
Sandwell,E08000028,Upper tier local authority,2020-05-01,0.0,,,1023,,
Dudley,E08000027,Upper tier local authority,2020-05-01,1.0,,,774,,
Coventry,E08000026,Upper tier local authority,2020-05-01,0.0,,,665,,
Birmingham,E08000025,Upper tier local authority,2020-05-01,0.0,,,2869,,
Sunderland,E08000024,Upper tier local authority,2020-05-01,0.0,,,1170,,
South Tyneside,E08000023,Upper tier local authority,2020-05-01,0.0,,,568,,
North Tyneside,E08000022,Upper tier local authority,2020-05-01,0.0,,,478,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-05-01,0.0,,,929,,
Sheffield,E08000019,Upper tier local authority,2020-05-01,18.0,,,2170,,
Rotherham,E08000018,Upper tier local authority,2020-05-01,2.0,,,720,,
Doncaster,E08000017,Upper tier local authority,2020-05-01,2.0,,,493,,
Barnsley,E08000016,Upper tier local authority,2020-05-01,4.0,,,665,,
Wirral,E08000015,Upper tier local authority,2020-05-01,0.0,,,1018,,
Sefton,E08000014,Upper tier local authority,2020-05-01,0.0,,,810,,
St. Helens,E08000013,Upper tier local authority,2020-05-01,0.0,,,655,,
Liverpool,E08000012,Upper tier local authority,2020-05-01,0.0,,,1428,,
Knowsley,E08000011,Upper tier local authority,2020-05-01,0.0,,,554,,
Wigan,E08000010,Upper tier local authority,2020-05-01,0.0,,,694,,
Trafford,E08000009,Upper tier local authority,2020-05-01,0.0,,,603,,
Tameside,E08000008,Upper tier local authority,2020-05-01,0.0,,,465,,
Stockport,E08000007,Upper tier local authority,2020-05-01,0.0,,,851,,
Salford,E08000006,Upper tier local authority,2020-05-01,0.0,,,642,,
Rochdale,E08000005,Upper tier local authority,2020-05-01,0.0,,,476,,
Oldham,E08000004,Upper tier local authority,2020-05-01,0.0,,,658,,
Manchester,E08000003,Upper tier local authority,2020-05-01,0.0,,,1118,,
Bury,E08000002,Upper tier local authority,2020-05-01,0.0,,,502,,
Bolton,E08000001,Upper tier local authority,2020-05-01,1.0,,,782,,
Dorset,E06000059,Upper tier local authority,2020-05-01,0.0,,,313,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-05-01,0.0,,,412,,
Northumberland,E06000057,Upper tier local authority,2020-05-01,0.0,,,787,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-05-01,0.0,,,502,,
Bedford,E06000055,Upper tier local authority,2020-05-01,0.0,,,442,,
Wiltshire,E06000054,Upper tier local authority,2020-05-01,0.0,,,441,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-05-01,1.0,,,505,,
Shropshire,E06000051,Upper tier local authority,2020-05-01,0.0,,,507,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-05-01,0.0,,,829,,
Cheshire East,E06000049,Upper tier local authority,2020-05-01,1.0,,,888,,
County Durham,E06000047,Upper tier local authority,2020-05-01,0.0,,,1447,,
Isle of Wight,E06000046,Upper tier local authority,2020-05-01,0.0,,,123,,
Southampton,E06000045,Upper tier local authority,2020-05-01,4.0,,,487,,
Portsmouth,E06000044,Upper tier local authority,2020-05-01,0.0,,,286,,
Brighton and Hove,E06000043,Upper tier local authority,2020-05-01,0.0,,,376,,
Milton Keynes,E06000042,Upper tier local authority,2020-05-01,0.0,,,469,,
Wokingham,E06000041,Upper tier local authority,2020-05-01,1.0,,,370,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-05-01,0.0,,,253,,
Slough,E06000039,Upper tier local authority,2020-05-01,0.0,,,384,,
Reading,E06000038,Upper tier local authority,2020-05-01,0.0,,,480,,
West Berkshire,E06000037,Upper tier local authority,2020-05-01,0.0,,,319,,
Bracknell Forest,E06000036,Upper tier local authority,2020-05-01,0.0,,,214,,
Medway,E06000035,Upper tier local authority,2020-05-01,0.0,,,630,,
Thurrock,E06000034,Upper tier local authority,2020-05-01,0.0,,,281,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-05-01,0.0,,,298,,
Luton,E06000032,Upper tier local authority,2020-05-01,0.0,,,626,,
Peterborough,E06000031,Upper tier local authority,2020-05-01,0.0,,,251,,
Swindon,E06000030,Upper tier local authority,2020-05-01,0.0,,,369,,
Torbay,E06000027,Upper tier local authority,2020-05-01,0.0,,,203,,
Plymouth,E06000026,Upper tier local authority,2020-05-01,1.0,,,293,,
South Gloucestershire,E06000025,Upper tier local authority,2020-05-01,0.0,,,349,,
North Somerset,E06000024,Upper tier local authority,2020-05-01,1.0,,,246,,
"Bristol, City of",E06000023,Upper tier local authority,2020-05-01,0.0,,,616,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-05-01,0.0,,,212,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-05-01,7.0,,,490,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-05-01,0.0,,,267,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-05-01,0.0,,,303,,
Nottingham,E06000018,Upper tier local authority,2020-05-01,1.0,,,527,,
Rutland,E06000017,Upper tier local authority,2020-05-01,0.0,,,20,,
Leicester,E06000016,Upper tier local authority,2020-05-01,0.0,,,676,,
Derby,E06000015,Upper tier local authority,2020-05-01,1.0,,,496,,
York,E06000014,Upper tier local authority,2020-05-01,0.0,,,300,,
North Lincolnshire,E06000013,Upper tier local authority,2020-05-01,0.0,,,366,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-05-01,0.0,,,135,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-05-01,1.0,,,612,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-05-01,0.0,,,462,,
Blackpool,E06000009,Upper tier local authority,2020-05-01,0.0,,,452,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-05-01,0.0,,,321,,
Warrington,E06000007,Upper tier local authority,2020-05-01,0.0,,,626,,
Halton,E06000006,Upper tier local authority,2020-05-01,0.0,,,325,,
Darlington,E06000005,Upper tier local authority,2020-05-01,0.0,,,287,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-05-01,0.0,,,362,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-05-01,0.0,,,320,,
Middlesbrough,E06000002,Upper tier local authority,2020-05-01,0.0,,,559,,
Hartlepool,E06000001,Upper tier local authority,2020-05-01,0.0,,,197,,
England,E92000001,Nation,2020-04-30,707.0,85.0,622.0,122747,120614.0,2133.0
South West,E12000009,Region,2020-04-30,46.0,,,6400,,
South East,E12000008,Region,2020-04-30,89.0,,,17313,,
London,E12000007,Region,2020-04-30,60.0,,,24697,,
East of England,E12000006,Region,2020-04-30,63.0,,,10778,,
West Midlands,E12000005,Region,2020-04-30,57.0,,,13392,,
East Midlands,E12000004,Region,2020-04-30,59.0,,,6997,,
Yorkshire and The Humber,E12000003,Region,2020-04-30,104.0,,,10553,,
North West,E12000002,Region,2020-04-30,99.0,,,19433,,
North East,E12000001,Region,2020-04-30,104.0,,,7941,,
Worcestershire,E10000034,Upper tier local authority,2020-04-30,1.0,,,1161,,
West Sussex,E10000032,Upper tier local authority,2020-04-30,2.0,,,1154,,
Warwickshire,E10000031,Upper tier local authority,2020-04-30,1.0,,,1186,,
Suffolk,E10000029,Upper tier local authority,2020-04-30,5.0,,,1076,,
Staffordshire,E10000028,Upper tier local authority,2020-04-30,20.0,,,1764,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-30,2.0,,,1561,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-30,9.0,,,1134,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-30,8.0,,,970,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-30,2.0,,,1047,,
Norfolk,E10000020,Upper tier local authority,2020-04-30,44.0,,,1601,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-30,6.0,,,855,,
Leicestershire,E10000018,Upper tier local authority,2020-04-30,4.0,,,945,,
Lancashire,E10000017,Upper tier local authority,2020-04-30,9.0,,,2824,,
Kent,E10000016,Upper tier local authority,2020-04-30,10.0,,,3379,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-30,10.0,,,2319,,
Hampshire,E10000014,Upper tier local authority,2020-04-30,36.0,,,2822,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-30,8.0,,,1228,,
Essex,E10000012,Upper tier local authority,2020-04-30,3.0,,,2614,,
East Sussex,E10000011,Upper tier local authority,2020-04-30,8.0,,,587,,
Devon,E10000008,Upper tier local authority,2020-04-30,4.0,,,710,,
Derbyshire,E10000007,Upper tier local authority,2020-04-30,24.0,,,1299,,
Cumbria,E10000006,Upper tier local authority,2020-04-30,17.0,,,1914,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-30,1.0,,,768,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-30,1.0,,,836,,
Westminster,E09000033,Upper tier local authority,2020-04-30,1.0,,,601,,
Wandsworth,E09000032,Upper tier local authority,2020-04-30,1.0,,,921,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-30,3.0,,,724,,
Southwark,E09000028,Upper tier local authority,2020-04-30,5.0,,,1201,,
Redbridge,E09000026,Upper tier local authority,2020-04-30,3.0,,,678,,
Newham,E09000025,Upper tier local authority,2020-04-30,4.0,,,952,,
Merton,E09000024,Upper tier local authority,2020-04-30,1.0,,,654,,
Lewisham,E09000023,Upper tier local authority,2020-04-30,3.0,,,925,,
Lambeth,E09000022,Upper tier local authority,2020-04-30,3.0,,,1139,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-30,2.0,,,450,,
Islington,E09000019,Upper tier local authority,2020-04-30,1.0,,,414,,
Hounslow,E09000018,Upper tier local authority,2020-04-30,4.0,,,653,,
Hillingdon,E09000017,Upper tier local authority,2020-04-30,1.0,,,726,,
Harrow,E09000015,Upper tier local authority,2020-04-30,3.0,,,936,,
Haringey,E09000014,Upper tier local authority,2020-04-30,1.0,,,547,,
Hackney,E09000012,Upper tier local authority,2020-04-30,1.0,,,605,,
Greenwich,E09000011,Upper tier local authority,2020-04-30,2.0,,,638,,
Enfield,E09000010,Upper tier local authority,2020-04-30,1.0,,,833,,
Ealing,E09000009,Upper tier local authority,2020-04-30,5.0,,,1066,,
Camden,E09000007,Upper tier local authority,2020-04-30,1.0,,,576,,
Bromley,E09000006,Upper tier local authority,2020-04-30,7.0,,,1079,,
Brent,E09000005,Upper tier local authority,2020-04-30,2.0,,,1354,,
Bexley,E09000004,Upper tier local authority,2020-04-30,1.0,,,622,,
Barnet,E09000003,Upper tier local authority,2020-04-30,4.0,,,1209,,
Gateshead,E08000037,Upper tier local authority,2020-04-30,4.0,,,837,,
Wakefield,E08000036,Upper tier local authority,2020-04-30,5.0,,,530,,
Kirklees,E08000034,Upper tier local authority,2020-04-30,2.0,,,571,,
Calderdale,E08000033,Upper tier local authority,2020-04-30,2.0,,,243,,
Bradford,E08000032,Upper tier local authority,2020-04-30,17.0,,,912,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-30,3.0,,,850,,
Walsall,E08000030,Upper tier local authority,2020-04-30,1.0,,,970,,
Sandwell,E08000028,Upper tier local authority,2020-04-30,4.0,,,1023,,
Dudley,E08000027,Upper tier local authority,2020-04-30,9.0,,,773,,
Birmingham,E08000025,Upper tier local authority,2020-04-30,3.0,,,2869,,
Sunderland,E08000024,Upper tier local authority,2020-04-30,8.0,,,1170,,
South Tyneside,E08000023,Upper tier local authority,2020-04-30,8.0,,,568,,
North Tyneside,E08000022,Upper tier local authority,2020-04-30,10.0,,,478,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-30,28.0,,,929,,
Sheffield,E08000019,Upper tier local authority,2020-04-30,11.0,,,2152,,
Rotherham,E08000018,Upper tier local authority,2020-04-30,4.0,,,718,,
Doncaster,E08000017,Upper tier local authority,2020-04-30,5.0,,,491,,
Barnsley,E08000016,Upper tier local authority,2020-04-30,18.0,,,661,,
Sefton,E08000014,Upper tier local authority,2020-04-30,2.0,,,810,,
St. Helens,E08000013,Upper tier local authority,2020-04-30,2.0,,,655,,
Liverpool,E08000012,Upper tier local authority,2020-04-30,4.0,,,1428,,
Knowsley,E08000011,Upper tier local authority,2020-04-30,2.0,,,554,,
Trafford,E08000009,Upper tier local authority,2020-04-30,6.0,,,603,,
Tameside,E08000008,Upper tier local authority,2020-04-30,3.0,,,465,,
Stockport,E08000007,Upper tier local authority,2020-04-30,6.0,,,851,,
Rochdale,E08000005,Upper tier local authority,2020-04-30,1.0,,,476,,
Oldham,E08000004,Upper tier local authority,2020-04-30,3.0,,,658,,
Manchester,E08000003,Upper tier local authority,2020-04-30,7.0,,,1118,,
Bury,E08000002,Upper tier local authority,2020-04-30,1.0,,,502,,
Bolton,E08000001,Upper tier local authority,2020-04-30,1.0,,,781,,
Dorset,E06000059,Upper tier local authority,2020-04-30,3.0,,,313,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-30,4.0,,,412,,
Northumberland,E06000057,Upper tier local authority,2020-04-30,13.0,,,787,,
Wiltshire,E06000054,Upper tier local authority,2020-04-30,3.0,,,441,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-30,4.0,,,504,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-30,8.0,,,829,,
Cheshire East,E06000049,Upper tier local authority,2020-04-30,15.0,,,887,,
County Durham,E06000047,Upper tier local authority,2020-04-30,26.0,,,1447,,
Isle of Wight,E06000046,Upper tier local authority,2020-04-30,1.0,,,123,,
Southampton,E06000045,Upper tier local authority,2020-04-30,14.0,,,483,,
Portsmouth,E06000044,Upper tier local authority,2020-04-30,2.0,,,286,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-30,7.0,,,469,,
West Berkshire,E06000037,Upper tier local authority,2020-04-30,2.0,,,319,,
Medway,E06000035,Upper tier local authority,2020-04-30,4.0,,,630,,
Swindon,E06000030,Upper tier local authority,2020-04-30,2.0,,,369,,
Torbay,E06000027,Upper tier local authority,2020-04-30,1.0,,,203,,
Plymouth,E06000026,Upper tier local authority,2020-04-30,3.0,,,292,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-30,4.0,,,349,,
North Somerset,E06000024,Upper tier local authority,2020-04-30,5.0,,,245,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-30,4.0,,,616,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-30,1.0,,,212,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-30,14.0,,,483,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-30,1.0,,,267,,
Nottingham,E06000018,Upper tier local authority,2020-04-30,8.0,,,526,,
Leicester,E06000016,Upper tier local authority,2020-04-30,2.0,,,676,,
Derby,E06000015,Upper tier local authority,2020-04-30,4.0,,,495,,
York,E06000014,Upper tier local authority,2020-04-30,12.0,,,300,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-30,7.0,,,366,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-30,7.0,,,611,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-30,6.0,,,462,,
Blackpool,E06000009,Upper tier local authority,2020-04-30,3.0,,,452,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-30,2.0,,,321,,
Warrington,E06000007,Upper tier local authority,2020-04-30,6.0,,,626,,
Halton,E06000006,Upper tier local authority,2020-04-30,1.0,,,325,,
Darlington,E06000005,Upper tier local authority,2020-04-30,3.0,,,287,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-30,1.0,,,362,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-30,3.0,,,559,,
England,E92000001,Nation,2020-04-29,1722.0,792.0,930.0,122040,120529.0,1511.0
South West,E12000009,Region,2020-04-29,109.0,,,6354,,
South East,E12000008,Region,2020-04-29,172.0,,,17224,,
London,E12000007,Region,2020-04-29,191.0,,,24637,,
East of England,E12000006,Region,2020-04-29,135.0,,,10715,,
West Midlands,E12000005,Region,2020-04-29,214.0,,,13335,,
East Midlands,E12000004,Region,2020-04-29,95.0,,,6938,,
Yorkshire and The Humber,E12000003,Region,2020-04-29,189.0,,,10449,,
North West,E12000002,Region,2020-04-29,344.0,,,19334,,
North East,E12000001,Region,2020-04-29,199.0,,,7837,,
Worcestershire,E10000034,Upper tier local authority,2020-04-29,16.0,,,1160,,
West Sussex,E10000032,Upper tier local authority,2020-04-29,24.0,,,1152,,
Warwickshire,E10000031,Upper tier local authority,2020-04-29,21.0,,,1185,,
Surrey,E10000030,Upper tier local authority,2020-04-29,20.0,,,2588,,
Suffolk,E10000029,Upper tier local authority,2020-04-29,11.0,,,1071,,
Staffordshire,E10000028,Upper tier local authority,2020-04-29,25.0,,,1744,,
Somerset,E10000027,Upper tier local authority,2020-04-29,19.0,,,506,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-29,8.0,,,1559,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-29,28.0,,,1125,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-29,32.0,,,962,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-29,11.0,,,1045,,
Norfolk,E10000020,Upper tier local authority,2020-04-29,43.0,,,1557,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-29,12.0,,,849,,
Leicestershire,E10000018,Upper tier local authority,2020-04-29,19.0,,,941,,
Lancashire,E10000017,Upper tier local authority,2020-04-29,33.0,,,2815,,
Kent,E10000016,Upper tier local authority,2020-04-29,21.0,,,3369,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-29,32.0,,,2309,,
Hampshire,E10000014,Upper tier local authority,2020-04-29,35.0,,,2786,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-29,17.0,,,1220,,
Essex,E10000012,Upper tier local authority,2020-04-29,34.0,,,2611,,
East Sussex,E10000011,Upper tier local authority,2020-04-29,12.0,,,579,,
Devon,E10000008,Upper tier local authority,2020-04-29,15.0,,,706,,
Derbyshire,E10000007,Upper tier local authority,2020-04-29,5.0,,,1275,,
Cumbria,E10000006,Upper tier local authority,2020-04-29,59.0,,,1897,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-29,7.0,,,767,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-29,5.0,,,835,,
Westminster,E09000033,Upper tier local authority,2020-04-29,5.0,,,600,,
Wandsworth,E09000032,Upper tier local authority,2020-04-29,3.0,,,920,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-29,3.0,,,721,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-29,2.0,,,600,,
Sutton,E09000029,Upper tier local authority,2020-04-29,2.0,,,667,,
Southwark,E09000028,Upper tier local authority,2020-04-29,13.0,,,1196,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-29,3.0,,,367,,
Redbridge,E09000026,Upper tier local authority,2020-04-29,4.0,,,675,,
Newham,E09000025,Upper tier local authority,2020-04-29,5.0,,,948,,
Merton,E09000024,Upper tier local authority,2020-04-29,3.0,,,653,,
Lewisham,E09000023,Upper tier local authority,2020-04-29,4.0,,,922,,
Lambeth,E09000022,Upper tier local authority,2020-04-29,5.0,,,1136,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-29,3.0,,,448,,
Islington,E09000019,Upper tier local authority,2020-04-29,2.0,,,413,,
Hounslow,E09000018,Upper tier local authority,2020-04-29,8.0,,,649,,
Hillingdon,E09000017,Upper tier local authority,2020-04-29,4.0,,,725,,
Havering,E09000016,Upper tier local authority,2020-04-29,2.0,,,634,,
Harrow,E09000015,Upper tier local authority,2020-04-29,26.0,,,933,,
Haringey,E09000014,Upper tier local authority,2020-04-29,2.0,,,546,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-29,2.0,,,610,,
Hackney,E09000012,Upper tier local authority,2020-04-29,3.0,,,604,,
Greenwich,E09000011,Upper tier local authority,2020-04-29,7.0,,,636,,
Enfield,E09000010,Upper tier local authority,2020-04-29,5.0,,,832,,
Ealing,E09000009,Upper tier local authority,2020-04-29,15.0,,,1061,,
Croydon,E09000008,Upper tier local authority,2020-04-29,3.0,,,1383,,
Camden,E09000007,Upper tier local authority,2020-04-29,3.0,,,575,,
Bromley,E09000006,Upper tier local authority,2020-04-29,28.0,,,1072,,
Brent,E09000005,Upper tier local authority,2020-04-29,7.0,,,1352,,
Bexley,E09000004,Upper tier local authority,2020-04-29,5.0,,,621,,
Barnet,E09000003,Upper tier local authority,2020-04-29,12.0,,,1205,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-29,2.0,,,455,,
Gateshead,E08000037,Upper tier local authority,2020-04-29,36.0,,,833,,
Wakefield,E08000036,Upper tier local authority,2020-04-29,2.0,,,525,,
Leeds,E08000035,Upper tier local authority,2020-04-29,28.0,,,1431,,
Kirklees,E08000034,Upper tier local authority,2020-04-29,10.0,,,569,,
Calderdale,E08000033,Upper tier local authority,2020-04-29,1.0,,,241,,
Bradford,E08000032,Upper tier local authority,2020-04-29,41.0,,,895,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-29,35.0,,,847,,
Walsall,E08000030,Upper tier local authority,2020-04-29,6.0,,,969,,
Solihull,E08000029,Upper tier local authority,2020-04-29,3.0,,,571,,
Sandwell,E08000028,Upper tier local authority,2020-04-29,24.0,,,1019,,
Dudley,E08000027,Upper tier local authority,2020-04-29,22.0,,,764,,
Coventry,E08000026,Upper tier local authority,2020-04-29,8.0,,,665,,
Birmingham,E08000025,Upper tier local authority,2020-04-29,28.0,,,2866,,
Sunderland,E08000024,Upper tier local authority,2020-04-29,26.0,,,1162,,
South Tyneside,E08000023,Upper tier local authority,2020-04-29,12.0,,,560,,
North Tyneside,E08000022,Upper tier local authority,2020-04-29,7.0,,,468,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-29,12.0,,,901,,
