Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Liverpool,E08000012,Upper tier local authority,2020-04-04,47.0,555
Lincolnshire,E10000019,Upper tier local authority,2020-04-04,19.0,301
Lewisham,E09000023,Upper tier local authority,2020-04-04,28.0,520
Leicestershire,E10000018,Upper tier local authority,2020-04-04,20.0,362
Leicester,E06000016,Upper tier local authority,2020-04-04,15.0,232
Leeds,E08000035,Upper tier local authority,2020-04-04,17.0,352
Lancashire,E10000017,Upper tier local authority,2020-04-04,90.0,955
Lambeth,E09000022,Upper tier local authority,2020-04-04,31.0,709
Knowsley,E08000011,Upper tier local authority,2020-04-04,15.0,175
Kirklees,E08000034,Upper tier local authority,2020-04-04,14.0,208
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-04,11.0,207
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-04,8.0,52
Kent,E10000016,Upper tier local authority,2020-04-04,67.0,988
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-04,7.0,285
Islington,E09000019,Upper tier local authority,2020-04-04,13.0,276
Isle of Wight,E06000046,Upper tier local authority,2020-04-04,3.0,31
Hounslow,E09000018,Upper tier local authority,2020-04-04,16.0,361
Hillingdon,E09000017,Upper tier local authority,2020-04-04,17.0,375
Hertfordshire,E10000015,Upper tier local authority,2020-04-04,53.0,1021
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-04,4.0,68
Havering,E09000016,Upper tier local authority,2020-04-04,21.0,289
Hartlepool,E06000001,Upper tier local authority,2020-04-04,6.0,36
Harrow,E09000015,Upper tier local authority,2020-04-04,24.0,494
Haringey,E09000014,Upper tier local authority,2020-04-04,17.0,329
Hampshire,E10000014,Upper tier local authority,2020-04-04,73.0,1098
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-04,16.0,295
Halton,E06000006,Upper tier local authority,2020-04-04,12.0,108
Hackney,E09000012,Upper tier local authority,2020-04-04,24.0,372
Greenwich,E09000011,Upper tier local authority,2020-04-04,13.0,339
Gloucestershire,E10000013,Upper tier local authority,2020-04-04,44.0,379
Gateshead,E08000037,Upper tier local authority,2020-04-04,31.0,208
Essex,E10000012,Upper tier local authority,2020-04-04,84.0,1084
Enfield,E09000010,Upper tier local authority,2020-04-04,19.0,387
East Sussex,E10000011,Upper tier local authority,2020-04-04,21.0,215
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-04,14.0,119
Ealing,E09000009,Upper tier local authority,2020-04-04,26.0,544
Dudley,E08000027,Upper tier local authority,2020-04-04,27.0,329
Dorset,E06000059,Upper tier local authority,2020-04-04,7.0,129
Doncaster,E08000017,Upper tier local authority,2020-04-04,7.0,178
Devon,E10000008,Upper tier local authority,2020-04-04,33.0,252
Derbyshire,E10000007,Upper tier local authority,2020-04-04,33.0,563
Derby,E06000015,Upper tier local authority,2020-04-04,18.0,300
Darlington,E06000005,Upper tier local authority,2020-04-04,10.0,53
Cumbria,E10000006,Upper tier local authority,2020-04-04,52.0,795
Croydon,E09000008,Upper tier local authority,2020-04-04,45.0,743
Coventry,E08000026,Upper tier local authority,2020-04-04,18.0,295
County Durham,E06000047,Upper tier local authority,2020-04-04,31.0,304
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-04,15.0,197
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-04,31.0,250
Cheshire East,E06000049,Upper tier local authority,2020-04-04,19.0,220
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-04,12.0,185
Camden,E09000007,Upper tier local authority,2020-04-04,22.0,329
Cambridgeshire,E10000003,Upper tier local authority,2020-04-04,19.0,272
Calderdale,E08000033,Upper tier local authority,2020-04-04,8.0,94
Bury,E08000002,Upper tier local authority,2020-04-04,11.0,153
Buckinghamshire,E10000002,Upper tier local authority,2020-04-04,21.0,343
Bromley,E09000006,Upper tier local authority,2020-04-04,33.0,561
"Bristol, City of",E06000023,Upper tier local authority,2020-04-04,10.0,213
Brighton and Hove,E06000043,Upper tier local authority,2020-04-04,13.0,149
Brent,E09000005,Upper tier local authority,2020-04-04,49.0,805
Bradford,E08000032,Upper tier local authority,2020-04-04,21.0,234
Bracknell Forest,E06000036,Upper tier local authority,2020-04-04,7.0,76
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-04,8.0,123
Bolton,E08000001,Upper tier local authority,2020-04-04,23.0,202
Blackpool,E06000009,Upper tier local authority,2020-04-04,14.0,89
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-04,10.0,85
Birmingham,E08000025,Upper tier local authority,2020-04-04,82.0,1435
Bexley,E09000004,Upper tier local authority,2020-04-04,22.0,294
Bedford,E06000055,Upper tier local authority,2020-04-04,6.0,138
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-04,1.0,66
Barnsley,E08000016,Upper tier local authority,2020-04-04,12.0,240
Barnet,E09000003,Upper tier local authority,2020-04-04,38.0,728
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-04,6.0,228
Yorkshire and The Humber,E12000003,Region,2020-04-04,203.0,3363
West Midlands,E12000005,Region,2020-04-04,333.0,5410
South West,E12000009,Region,2020-04-04,174.0,2111
South East,E12000008,Region,2020-04-04,457.0,6265
North West,E12000002,Region,2020-04-04,600.0,6514
North East,E12000001,Region,2020-04-04,254.0,2208
London,E12000007,Region,2020-04-04,713.0,13730
East of England,E12000006,Region,2020-04-04,263.0,3921
East Midlands,E12000004,Region,2020-04-04,189.0,2955
England,E92000001,Nation,2020-04-04,3320.0,48108
York,E06000014,Upper tier local authority,2020-04-03,8.0,70
Worcestershire,E10000034,Upper tier local authority,2020-04-03,36.0,422
Wolverhampton,E08000031,Upper tier local authority,2020-04-03,11.0,307
Wokingham,E06000041,Upper tier local authority,2020-04-03,8.0,110
Wirral,E08000015,Upper tier local authority,2020-04-03,44.0,253
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-03,4.0,107
Wiltshire,E06000054,Upper tier local authority,2020-04-03,15.0,153
Wigan,E08000010,Upper tier local authority,2020-04-03,24.0,184
Westminster,E09000033,Upper tier local authority,2020-04-03,27.0,387
West Sussex,E10000032,Upper tier local authority,2020-04-03,52.0,366
West Berkshire,E06000037,Upper tier local authority,2020-04-03,9.0,101
Warwickshire,E10000031,Upper tier local authority,2020-04-03,40.0,427
Warrington,E06000007,Upper tier local authority,2020-04-03,16.0,144
Wandsworth,E09000032,Upper tier local authority,2020-04-03,27.0,558
Waltham Forest,E09000031,Upper tier local authority,2020-04-03,30.0,374
Walsall,E08000030,Upper tier local authority,2020-04-03,27.0,384
Wakefield,E08000036,Upper tier local authority,2020-04-03,28.0,178
Trafford,E08000009,Upper tier local authority,2020-04-03,26.0,227
Tower Hamlets,E09000030,Upper tier local authority,2020-04-03,34.0,345
Thurrock,E06000034,Upper tier local authority,2020-04-03,5.0,125
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-03,7.0,85
Tameside,E08000008,Upper tier local authority,2020-04-03,13.0,162
Swindon,E06000030,Upper tier local authority,2020-04-03,7.0,73
Sutton,E09000029,Upper tier local authority,2020-04-03,20.0,297
Surrey,E10000030,Upper tier local authority,2020-04-03,64.0,985
Sunderland,E08000024,Upper tier local authority,2020-04-03,48.0,291
Suffolk,E10000029,Upper tier local authority,2020-04-03,30.0,270
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-03,11.0,108
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-03,16.0,113
Stockport,E08000007,Upper tier local authority,2020-04-03,31.0,252
Staffordshire,E10000028,Upper tier local authority,2020-04-03,47.0,578
St. Helens,E08000013,Upper tier local authority,2020-04-03,30.0,222
Southwark,E09000028,Upper tier local authority,2020-04-03,48.0,689
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-03,18.0,135
Southampton,E06000045,Upper tier local authority,2020-04-03,9.0,166
South Tyneside,E08000023,Upper tier local authority,2020-04-03,17.0,99
South Gloucestershire,E06000025,Upper tier local authority,2020-04-03,10.0,127
Somerset,E10000027,Upper tier local authority,2020-04-03,15.0,120
Solihull,E08000029,Upper tier local authority,2020-04-03,20.0,228
Slough,E06000039,Upper tier local authority,2020-04-03,10.0,153
Shropshire,E06000051,Upper tier local authority,2020-04-03,19.0,165
Sheffield,E08000019,Upper tier local authority,2020-04-03,43.0,924
Sefton,E08000014,Upper tier local authority,2020-04-03,45.0,261
Sandwell,E08000028,Upper tier local authority,2020-04-03,31.0,377
Salford,E08000006,Upper tier local authority,2020-04-03,12.0,242
Rutland,E06000017,Upper tier local authority,2020-04-03,1.0,7
Rotherham,E08000018,Upper tier local authority,2020-04-03,18.0,239
Rochdale,E08000005,Upper tier local authority,2020-04-03,16.0,168
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-03,15.0,214
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-03,17.0,98
Redbridge,E09000026,Upper tier local authority,2020-04-03,20.0,311
Reading,E06000038,Upper tier local authority,2020-04-03,8.0,112
Portsmouth,E06000044,Upper tier local authority,2020-04-03,10.0,106
Plymouth,E06000026,Upper tier local authority,2020-04-03,14.0,92
Peterborough,E06000031,Upper tier local authority,2020-04-03,10.0,71
Oxfordshire,E10000025,Upper tier local authority,2020-04-03,70.0,512
Oldham,E08000004,Upper tier local authority,2020-04-03,20.0,216
Nottinghamshire,E10000024,Upper tier local authority,2020-04-03,40.0,448
Nottingham,E06000018,Upper tier local authority,2020-04-03,16.0,185
Northumberland,E06000057,Upper tier local authority,2020-04-03,22.0,181
Northamptonshire,E10000021,Upper tier local authority,2020-04-03,56.0,473
North Yorkshire,E10000023,Upper tier local authority,2020-04-03,32.0,267
North Tyneside,E08000022,Upper tier local authority,2020-04-03,13.0,156
North Somerset,E06000024,Upper tier local authority,2020-04-03,8.0,77
North Lincolnshire,E06000013,Upper tier local authority,2020-04-03,13.0,59
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-03,10.0,47
Norfolk,E10000020,Upper tier local authority,2020-04-03,43.0,322
Newham,E09000025,Upper tier local authority,2020-04-03,57.0,501
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-03,32.0,344
Milton Keynes,E06000042,Upper tier local authority,2020-04-03,12.0,187
Middlesbrough,E06000002,Upper tier local authority,2020-04-03,26.0,149
Merton,E09000024,Upper tier local authority,2020-04-03,23.0,358
Medway,E06000035,Upper tier local authority,2020-04-03,15.0,208
Manchester,E08000003,Upper tier local authority,2020-04-03,30.0,320
Luton,E06000032,Upper tier local authority,2020-04-03,18.0,209
Liverpool,E08000012,Upper tier local authority,2020-04-03,59.0,508
Lincolnshire,E10000019,Upper tier local authority,2020-04-03,37.0,282
Lewisham,E09000023,Upper tier local authority,2020-04-03,46.0,492
Leicestershire,E10000018,Upper tier local authority,2020-04-03,26.0,342
Leicester,E06000016,Upper tier local authority,2020-04-03,26.0,217
Leeds,E08000035,Upper tier local authority,2020-04-03,37.0,335
Lancashire,E10000017,Upper tier local authority,2020-04-03,112.0,865
Lambeth,E09000022,Upper tier local authority,2020-04-03,39.0,678
Knowsley,E08000011,Upper tier local authority,2020-04-03,22.0,160
Kirklees,E08000034,Upper tier local authority,2020-04-03,21.0,194
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-03,20.0,196
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-03,10.0,44
Kent,E10000016,Upper tier local authority,2020-04-03,92.0,921
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-03,15.0,278
Islington,E09000019,Upper tier local authority,2020-04-03,14.0,263
Isle of Wight,E06000046,Upper tier local authority,2020-04-03,1.0,28
Hounslow,E09000018,Upper tier local authority,2020-04-03,24.0,345
Hillingdon,E09000017,Upper tier local authority,2020-04-03,44.0,358
Hertfordshire,E10000015,Upper tier local authority,2020-04-03,77.0,968
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-03,5.0,64
Havering,E09000016,Upper tier local authority,2020-04-03,32.0,268
Hartlepool,E06000001,Upper tier local authority,2020-04-03,5.0,30
Harrow,E09000015,Upper tier local authority,2020-04-03,23.0,470
Haringey,E09000014,Upper tier local authority,2020-04-03,26.0,312
Hampshire,E10000014,Upper tier local authority,2020-04-03,89.0,1025
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-03,19.0,279
Halton,E06000006,Upper tier local authority,2020-04-03,18.0,96
Hackney,E09000012,Upper tier local authority,2020-04-03,25.0,348
Greenwich,E09000011,Upper tier local authority,2020-04-03,23.0,326
Gloucestershire,E10000013,Upper tier local authority,2020-04-03,30.0,335
Gateshead,E08000037,Upper tier local authority,2020-04-03,19.0,177
Essex,E10000012,Upper tier local authority,2020-04-03,93.0,1000
Enfield,E09000010,Upper tier local authority,2020-04-03,26.0,368
East Sussex,E10000011,Upper tier local authority,2020-04-03,12.0,194
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-03,12.0,105
Ealing,E09000009,Upper tier local authority,2020-04-03,30.0,518
Dudley,E08000027,Upper tier local authority,2020-04-03,16.0,302
Dorset,E06000059,Upper tier local authority,2020-04-03,15.0,122
Doncaster,E08000017,Upper tier local authority,2020-04-03,16.0,171
Devon,E10000008,Upper tier local authority,2020-04-03,19.0,219
Derbyshire,E10000007,Upper tier local authority,2020-04-03,35.0,530
Derby,E06000015,Upper tier local authority,2020-04-03,22.0,282
Darlington,E06000005,Upper tier local authority,2020-04-03,6.0,43
Cumbria,E10000006,Upper tier local authority,2020-04-03,44.0,743
Croydon,E09000008,Upper tier local authority,2020-04-03,48.0,698
Coventry,E08000026,Upper tier local authority,2020-04-03,22.0,277
County Durham,E06000047,Upper tier local authority,2020-04-03,37.0,273
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-03,18.0,182
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-03,36.0,219
Cheshire East,E06000049,Upper tier local authority,2020-04-03,14.0,201
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-03,14.0,173
Camden,E09000007,Upper tier local authority,2020-04-03,19.0,307
Cambridgeshire,E10000003,Upper tier local authority,2020-04-03,17.0,253
Calderdale,E08000033,Upper tier local authority,2020-04-03,12.0,86
Bury,E08000002,Upper tier local authority,2020-04-03,18.0,142
Buckinghamshire,E10000002,Upper tier local authority,2020-04-03,24.0,322
Bromley,E09000006,Upper tier local authority,2020-04-03,30.0,528
"Bristol, City of",E06000023,Upper tier local authority,2020-04-03,20.0,203
Brighton and Hove,E06000043,Upper tier local authority,2020-04-03,11.0,136
Brent,E09000005,Upper tier local authority,2020-04-03,55.0,756
Bradford,E08000032,Upper tier local authority,2020-04-03,24.0,213
Bracknell Forest,E06000036,Upper tier local authority,2020-04-03,10.0,69
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-03,11.0,115
Bolton,E08000001,Upper tier local authority,2020-04-03,35.0,179
Blackpool,E06000009,Upper tier local authority,2020-04-03,8.0,75
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-03,9.0,75
Birmingham,E08000025,Upper tier local authority,2020-04-03,80.0,1353
Bexley,E09000004,Upper tier local authority,2020-04-03,25.0,272
Bedford,E06000055,Upper tier local authority,2020-04-03,19.0,132
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-03,4.0,65
Barnsley,E08000016,Upper tier local authority,2020-04-03,9.0,228
Barnet,E09000003,Upper tier local authority,2020-04-03,38.0,690
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-03,15.0,222
Yorkshire and The Humber,E12000003,Region,2020-04-03,293.0,3160
West Midlands,E12000005,Region,2020-04-03,372.0,5077
South West,E12000009,Region,2020-04-03,186.0,1937
South East,E12000008,Region,2020-04-03,510.0,5808
North West,E12000002,Region,2020-04-03,682.0,5914
North East,E12000001,Region,2020-04-03,258.0,1954
London,E12000007,Region,2020-04-03,937.0,13017
East of England,E12000006,Region,2020-04-03,344.0,3658
East Midlands,E12000004,Region,2020-04-03,259.0,2766
England,E92000001,Nation,2020-04-03,4034.0,44788
York,E06000014,Upper tier local authority,2020-04-02,11.0,62
Worcestershire,E10000034,Upper tier local authority,2020-04-02,31.0,386
Wolverhampton,E08000031,Upper tier local authority,2020-04-02,17.0,296
Wokingham,E06000041,Upper tier local authority,2020-04-02,2.0,102
Wirral,E08000015,Upper tier local authority,2020-04-02,52.0,209
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-02,4.0,103
Wiltshire,E06000054,Upper tier local authority,2020-04-02,10.0,138
Wigan,E08000010,Upper tier local authority,2020-04-02,24.0,160
Westminster,E09000033,Upper tier local authority,2020-04-02,17.0,360
West Sussex,E10000032,Upper tier local authority,2020-04-02,21.0,314
West Berkshire,E06000037,Upper tier local authority,2020-04-02,5.0,92
Warwickshire,E10000031,Upper tier local authority,2020-04-02,51.0,387
Warrington,E06000007,Upper tier local authority,2020-04-02,24.0,128
Wandsworth,E09000032,Upper tier local authority,2020-04-02,38.0,531
Waltham Forest,E09000031,Upper tier local authority,2020-04-02,27.0,344
Walsall,E08000030,Upper tier local authority,2020-04-02,48.0,357
Wakefield,E08000036,Upper tier local authority,2020-04-02,17.0,150
Trafford,E08000009,Upper tier local authority,2020-04-02,27.0,201
Tower Hamlets,E09000030,Upper tier local authority,2020-04-02,26.0,311
Torbay,E06000027,Upper tier local authority,2020-04-02,2.0,54
Thurrock,E06000034,Upper tier local authority,2020-04-02,17.0,120
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-02,7.0,78
Tameside,E08000008,Upper tier local authority,2020-04-02,18.0,149
Swindon,E06000030,Upper tier local authority,2020-04-02,12.0,66
Sutton,E09000029,Upper tier local authority,2020-04-02,29.0,277
Surrey,E10000030,Upper tier local authority,2020-04-02,70.0,921
Sunderland,E08000024,Upper tier local authority,2020-04-02,37.0,243
Suffolk,E10000029,Upper tier local authority,2020-04-02,21.0,240
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-02,9.0,97
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-02,13.0,97
Stockport,E08000007,Upper tier local authority,2020-04-02,28.0,221
Staffordshire,E10000028,Upper tier local authority,2020-04-02,58.0,531
St. Helens,E08000013,Upper tier local authority,2020-04-02,26.0,192
Southwark,E09000028,Upper tier local authority,2020-04-02,40.0,641
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-02,14.0,117
Southampton,E06000045,Upper tier local authority,2020-04-02,17.0,157
South Tyneside,E08000023,Upper tier local authority,2020-04-02,13.0,82
South Gloucestershire,E06000025,Upper tier local authority,2020-04-02,9.0,117
Somerset,E10000027,Upper tier local authority,2020-04-02,19.0,105
Solihull,E08000029,Upper tier local authority,2020-04-02,25.0,208
Slough,E06000039,Upper tier local authority,2020-04-02,3.0,143
Shropshire,E06000051,Upper tier local authority,2020-04-02,8.0,146
Sheffield,E08000019,Upper tier local authority,2020-04-02,52.0,881
Sefton,E08000014,Upper tier local authority,2020-04-02,32.0,216
Sandwell,E08000028,Upper tier local authority,2020-04-02,37.0,346
Salford,E08000006,Upper tier local authority,2020-04-02,21.0,230
Rotherham,E08000018,Upper tier local authority,2020-04-02,15.0,221
Rochdale,E08000005,Upper tier local authority,2020-04-02,9.0,152
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-02,8.0,199
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-02,7.0,81
Redbridge,E09000026,Upper tier local authority,2020-04-02,28.0,291
Reading,E06000038,Upper tier local authority,2020-04-02,8.0,104
Portsmouth,E06000044,Upper tier local authority,2020-04-02,5.0,96
Plymouth,E06000026,Upper tier local authority,2020-04-02,12.0,78
Peterborough,E06000031,Upper tier local authority,2020-04-02,5.0,61
Oxfordshire,E10000025,Upper tier local authority,2020-04-02,70.0,442
Oldham,E08000004,Upper tier local authority,2020-04-02,23.0,196
Nottinghamshire,E10000024,Upper tier local authority,2020-04-02,40.0,408
Nottingham,E06000018,Upper tier local authority,2020-04-02,20.0,169
Northumberland,E06000057,Upper tier local authority,2020-04-02,24.0,159
Northamptonshire,E10000021,Upper tier local authority,2020-04-02,51.0,417
North Yorkshire,E10000023,Upper tier local authority,2020-04-02,19.0,235
North Tyneside,E08000022,Upper tier local authority,2020-04-02,14.0,143
North Somerset,E06000024,Upper tier local authority,2020-04-02,6.0,69
North Lincolnshire,E06000013,Upper tier local authority,2020-04-02,4.0,46
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-02,1.0,37
Norfolk,E10000020,Upper tier local authority,2020-04-02,27.0,279
Newham,E09000025,Upper tier local authority,2020-04-02,34.0,444
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-02,31.0,312
Milton Keynes,E06000042,Upper tier local authority,2020-04-02,12.0,175
Middlesbrough,E06000002,Upper tier local authority,2020-04-02,13.0,123
Merton,E09000024,Upper tier local authority,2020-04-02,33.0,335
Medway,E06000035,Upper tier local authority,2020-04-02,24.0,193
Manchester,E08000003,Upper tier local authority,2020-04-02,34.0,290
Luton,E06000032,Upper tier local authority,2020-04-02,23.0,191
Liverpool,E08000012,Upper tier local authority,2020-04-02,55.0,449
Lincolnshire,E10000019,Upper tier local authority,2020-04-02,14.0,245
Lewisham,E09000023,Upper tier local authority,2020-04-02,53.0,446
Leicestershire,E10000018,Upper tier local authority,2020-04-02,19.0,316
Leicester,E06000016,Upper tier local authority,2020-04-02,24.0,191
Leeds,E08000035,Upper tier local authority,2020-04-02,30.0,298
Lancashire,E10000017,Upper tier local authority,2020-04-02,94.0,753
Lambeth,E09000022,Upper tier local authority,2020-04-02,41.0,639
Knowsley,E08000011,Upper tier local authority,2020-04-02,22.0,138
Kirklees,E08000034,Upper tier local authority,2020-04-02,22.0,173
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-02,16.0,176
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-02,8.0,34
Kent,E10000016,Upper tier local authority,2020-04-02,82.0,829
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-02,20.0,263
Islington,E09000019,Upper tier local authority,2020-04-02,22.0,249
Isle of Wight,E06000046,Upper tier local authority,2020-04-02,1.0,27
Hounslow,E09000018,Upper tier local authority,2020-04-02,33.0,321
Hillingdon,E09000017,Upper tier local authority,2020-04-02,17.0,314
Hertfordshire,E10000015,Upper tier local authority,2020-04-02,102.0,891
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-02,4.0,59
Havering,E09000016,Upper tier local authority,2020-04-02,30.0,236
Hartlepool,E06000001,Upper tier local authority,2020-04-02,2.0,25
Harrow,E09000015,Upper tier local authority,2020-04-02,31.0,447
Haringey,E09000014,Upper tier local authority,2020-04-02,27.0,286
Hampshire,E10000014,Upper tier local authority,2020-04-02,87.0,936
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-02,22.0,260
Halton,E06000006,Upper tier local authority,2020-04-02,14.0,78
Hackney,E09000012,Upper tier local authority,2020-04-02,38.0,323
Greenwich,E09000011,Upper tier local authority,2020-04-02,23.0,303
Gloucestershire,E10000013,Upper tier local authority,2020-04-02,31.0,305
Gateshead,E08000037,Upper tier local authority,2020-04-02,23.0,158
Essex,E10000012,Upper tier local authority,2020-04-02,100.0,907
Enfield,E09000010,Upper tier local authority,2020-04-02,26.0,342
East Sussex,E10000011,Upper tier local authority,2020-04-02,17.0,182
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-02,7.0,93
Ealing,E09000009,Upper tier local authority,2020-04-02,41.0,488
Dudley,E08000027,Upper tier local authority,2020-04-02,30.0,286
Dorset,E06000059,Upper tier local authority,2020-04-02,10.0,107
Doncaster,E08000017,Upper tier local authority,2020-04-02,11.0,155
Devon,E10000008,Upper tier local authority,2020-04-02,23.0,200
Derbyshire,E10000007,Upper tier local authority,2020-04-02,26.0,495
Derby,E06000015,Upper tier local authority,2020-04-02,19.0,260
Darlington,E06000005,Upper tier local authority,2020-04-02,5.0,37
Cumbria,E10000006,Upper tier local authority,2020-04-02,67.0,699
Croydon,E09000008,Upper tier local authority,2020-04-02,80.0,650
Coventry,E08000026,Upper tier local authority,2020-04-02,20.0,255
County Durham,E06000047,Upper tier local authority,2020-04-02,36.0,236
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-02,17.0,164
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-02,26.0,183
Cheshire East,E06000049,Upper tier local authority,2020-04-02,28.0,187
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-02,23.0,159
Camden,E09000007,Upper tier local authority,2020-04-02,25.0,288
Cambridgeshire,E10000003,Upper tier local authority,2020-04-02,22.0,236
Calderdale,E08000033,Upper tier local authority,2020-04-02,11.0,74
Bury,E08000002,Upper tier local authority,2020-04-02,8.0,124
Buckinghamshire,E10000002,Upper tier local authority,2020-04-02,32.0,298
Bromley,E09000006,Upper tier local authority,2020-04-02,37.0,498
"Bristol, City of",E06000023,Upper tier local authority,2020-04-02,15.0,183
Brighton and Hove,E06000043,Upper tier local authority,2020-04-02,12.0,125
Brent,E09000005,Upper tier local authority,2020-04-02,58.0,701
Bradford,E08000032,Upper tier local authority,2020-04-02,19.0,189
Bracknell Forest,E06000036,Upper tier local authority,2020-04-02,3.0,59
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-02,12.0,104
Bolton,E08000001,Upper tier local authority,2020-04-02,17.0,144
Blackpool,E06000009,Upper tier local authority,2020-04-02,18.0,67
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-02,12.0,66
Birmingham,E08000025,Upper tier local authority,2020-04-02,102.0,1273
Bexley,E09000004,Upper tier local authority,2020-04-02,17.0,247
Bedford,E06000055,Upper tier local authority,2020-04-02,12.0,113
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-02,4.0,61
Barnsley,E08000016,Upper tier local authority,2020-04-02,14.0,219
Barnet,E09000003,Upper tier local authority,2020-04-02,65.0,652
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-02,22.0,207
Yorkshire and The Humber,E12000003,Region,2020-04-02,241.0,2867
West Midlands,E12000005,Region,2020-04-02,447.0,4705
South West,E12000009,Region,2020-04-02,182.0,1751
South East,E12000008,Region,2020-04-02,475.0,5298
North West,E12000002,Region,2020-04-02,679.0,5232
North East,E12000001,Region,2020-04-02,218.0,1696
London,E12000007,Region,2020-04-02,1024.0,12080
East of England,E12000006,Region,2020-04-02,366.0,3314
East Midlands,E12000004,Region,2020-04-02,213.0,2507
England,E92000001,Nation,2020-04-02,4003.0,40754
York,E06000014,Upper tier local authority,2020-04-01,12.0,51
Worcestershire,E10000034,Upper tier local authority,2020-04-01,34.0,355
Wolverhampton,E08000031,Upper tier local authority,2020-04-01,19.0,279
Wokingham,E06000041,Upper tier local authority,2020-04-01,14.0,100
Wirral,E08000015,Upper tier local authority,2020-04-01,18.0,157
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-01,9.0,99
Wiltshire,E06000054,Upper tier local authority,2020-04-01,10.0,128
Wigan,E08000010,Upper tier local authority,2020-04-01,13.0,136
Westminster,E09000033,Upper tier local authority,2020-04-01,18.0,343
West Sussex,E10000032,Upper tier local authority,2020-04-01,25.0,293
West Berkshire,E06000037,Upper tier local authority,2020-04-01,14.0,87
Warwickshire,E10000031,Upper tier local authority,2020-04-01,29.0,336
Warrington,E06000007,Upper tier local authority,2020-04-01,17.0,104
Wandsworth,E09000032,Upper tier local authority,2020-04-01,37.0,493
Waltham Forest,E09000031,Upper tier local authority,2020-04-01,25.0,317
Walsall,E08000030,Upper tier local authority,2020-04-01,36.0,309
Wakefield,E08000036,Upper tier local authority,2020-04-01,17.0,133
Trafford,E08000009,Upper tier local authority,2020-04-01,28.0,174
Tower Hamlets,E09000030,Upper tier local authority,2020-04-01,24.0,285
Torbay,E06000027,Upper tier local authority,2020-04-01,3.0,52
